cell,frac_open,mapping_rate,mt_content,uniq_nuc_frags,dup_level,frip,sequencing_depth,library_size
NextGEM_pbmc_cell_362,10.1848,98.05,0.190401,12581.0,0.584227,66.2872,32626,14364
NextGEM_pbmc_cell_363,8.6563,97.42,0.0,10357.0,0.42441899999999994,70.8313,19888,14732
NextGEM_pbmc_cell_364,9.6151,97.91,0.068207,11721.0,0.646972,65.645,35516,12659
NextGEM_pbmc_cell_365,15.3372,97.25,0.0,24757.0,0.63653,71.1819,75489,26927
NextGEM_pbmc_cell_366,4.0621,97.25,0.125565,3977.0,0.5267970000000001,75.9041,9202,4836
NextGEM_pbmc_cell_367,7.3534,97.52,0.059849,13359.0,0.636351,42.7321,39238,14543
NextGEM_pbmc_cell_368,6.4322,97.42,0.0,7771.0,0.560812,63.1708,19179,9070
NextGEM_pbmc_cell_369,1.7411,97.97,0.520532,1720.0,0.34779299999999996,67.4957,2835,2889
NextGEM_pbmc_cell_36,7.9535,97.76,0.5667840000000001,9298.0,0.685024,67.8697,31914,9838
NextGEM_pbmc_cell_370,6.801,98.12,0.0,7948.0,0.42158500000000004,65.7335,14823,11350
NextGEM_pbmc_cell_371,7.6715,97.53,0.0,9170.0,0.610748,65.8833,25388,10189
NextGEM_pbmc_cell_372,15.21,97.67,0.159025,26369.0,0.668087,60.17,86206,28087
NextGEM_pbmc_cell_373,16.2786,97.85,0.0,26399.0,0.645323,62.7448,80110,28519
NextGEM_pbmc_cell_374,16.6358,97.39,0.052467999999999994,24764.0,0.6834819999999999,71.4937,86058,26095
NextGEM_pbmc_cell_375,15.0075,97.54,0.0,22622.0,0.635834,66.9989,67886,24617
NextGEM_pbmc_cell_376,11.4328,97.43,0.08218500000000001,15805.0,0.589644,73.8494,41643,17924
NextGEM_pbmc_cell_377,10.2774,97.68,0.0,13318.0,0.667241,71.9928,43166,14171
NextGEM_pbmc_cell_378,15.2996,97.56,0.07763300000000001,24455.0,0.677948,64.0373,83130,25863
NextGEM_pbmc_cell_379,4.4655,97.59,0.0,4748.0,0.592761,68.8079,12486,5365
NextGEM_pbmc_cell_37,13.9577,98.16,0.0,19481.0,0.8032020000000001,61.6857,105510,19610
NextGEM_pbmc_cell_380,2.762,98.01,0.0,2824.0,0.531675,68.8031,6473,3411
NextGEM_pbmc_cell_381,15.2027,96.85,0.0,22886.0,0.576703,68.8871,59653,26261
NextGEM_pbmc_cell_382,13.3691,97.71,0.0,18237.0,0.754905,63.6124,80059,18582
NextGEM_pbmc_cell_383,21.0652,95.58,0.177254,48995.0,0.81658,47.0784,295845,49304
NextGEM_pbmc_cell_384,4.7273,97.74,0.0,5098.0,0.52537,68.1346,11617,6206
NextGEM_pbmc_cell_385,9.4488,97.77,0.0,11420.0,0.711922,72.1541,42660,11843
NextGEM_pbmc_cell_386,3.0932,97.27,0.0,3076.0,0.519375,72.2042,6911,3772
NextGEM_pbmc_cell_387,4.7114,97.91,0.417329,5011.0,0.655602,68.4519,15581,5397
NextGEM_pbmc_cell_388,13.3792,97.65,0.0,19461.0,0.591807,61.3946,51172,22012
NextGEM_pbmc_cell_389,10.113999999999999,98.12,0.0,12985.0,0.782932,64.5745,63880,13125
NextGEM_pbmc_cell_38,14.9135,97.28,0.0,23063.0,0.600509,67.0294,63050,25865
NextGEM_pbmc_cell_390,1.9725,97.17,0.259202,1924.0,0.357642,72.3173,3253,3139
NextGEM_pbmc_cell_391,12.6056,97.32,0.0,17332.0,0.63348,73.5778,51017,18898
NextGEM_pbmc_cell_392,11.0467,98.0,0.0,14757.0,0.657563,60.7,46072,15807
NextGEM_pbmc_cell_393,15.4775,97.3,0.0,23516.0,0.674879,70.333,78569,24897
NextGEM_pbmc_cell_394,14.9309,97.55,0.11199200000000001,22298.0,0.616694,66.8459,63671,24682
NextGEM_pbmc_cell_395,11.7379,97.68,26.066744,17812.0,0.6382369999999999,69.7431,75943,26172
NextGEM_pbmc_cell_396,10.7849,97.6,0.0,14649.0,0.684098,69.9194,50349,15423
NextGEM_pbmc_cell_397,13.3908,97.81,0.597159,18477.0,0.642201,68.5496,56163,20129
NextGEM_pbmc_cell_398,12.0691,97.66,0.18876099999999998,18507.0,0.679437,68.6415,62572,19575
NextGEM_pbmc_cell_399,14.873,97.58,0.0,22476.0,0.64168,69.5275,67610,24349
NextGEM_pbmc_cell_39,12.3814,96.94,0.0,16898.0,0.516509,69.7006,38535,20795
NextGEM_pbmc_cell_3,17.1448,97.53,0.0,27995.0,0.761949,70.7108,129387,28461
NextGEM_pbmc_cell_400,8.1487,97.52,0.0,9611.0,0.760754,70.3985,43420,9774
NextGEM_pbmc_cell_401,9.5717,97.62,0.0,12121.0,0.546115,62.3422,28673,14392
NextGEM_pbmc_cell_402,17.4066,97.67,0.225467,28764.0,0.687765,67.7634,100177,30283
NextGEM_pbmc_cell_403,5.916,97.39,0.07093200000000001,7044.0,0.36449699999999996,62.9664,12041,11309
NextGEM_pbmc_cell_404,7.7814,97.79,0.022249,8987.0,0.65272,67.2878,27773,9659
NextGEM_pbmc_cell_405,19.1491,97.54,0.0,33545.0,0.714899,65.1915,130975,34737
NextGEM_pbmc_cell_406,17.3242,97.49,0.0,27879.0,0.671312,68.0171,91515,29586
NextGEM_pbmc_cell_407,4.668,98.0,0.0,4736.0,0.6011449999999999,74.1554,12622,5306
NextGEM_pbmc_cell_408,3.2306,97.42,0.0,3633.0,0.330816,63.1709,5908,6331
NextGEM_pbmc_cell_409,15.1868,97.66,0.0,27416.0,0.758726,61.8124,122930,27900
NextGEM_pbmc_cell_40,4.9572,97.77,0.0,5465.0,0.7642869999999999,69.7987,24800,5552
NextGEM_pbmc_cell_410,17.207,97.66,0.063766,28210.0,0.616379,62.1032,79351,31215
NextGEM_pbmc_cell_411,14.7761,97.4,0.0,24321.0,0.678345,70.2973,83009,25694
NextGEM_pbmc_cell_412,13.2433,97.08,0.004604,21721.0,0.5529810000000001,67.4224,53854,25585
NextGEM_pbmc_cell_413,13.5152,97.89,0.0,19136.0,0.637033,60.0491,56662,20807
NextGEM_pbmc_cell_414,16.6387,97.75,1.1799629999999999,26967.0,0.665502,65.0793,87864,29070
NextGEM_pbmc_cell_415,12.594000000000001,97.53,0.18259,18587.0,0.697229,66.229,67116,19458
NextGEM_pbmc_cell_416,16.8079,97.71,0.0,27156.0,0.6308020000000001,57.4698,79125,29674
NextGEM_pbmc_cell_417,4.963,97.71,0.322642,5252.0,0.6336649999999999,70.0797,15497,5743
NextGEM_pbmc_cell_418,15.880999999999998,97.6,0.039723,22648.0,0.7349720000000001,72.1499,92732,23256
NextGEM_pbmc_cell_419,15.4688,97.62,0.040622000000000005,24607.0,0.648213,69.387,76125,26543
NextGEM_pbmc_cell_41,4.814,98.14,0.0,5623.0,0.372783,59.5856,9635,8856
NextGEM_pbmc_cell_420,12.1602,97.57,0.084409,16572.0,0.597847,69.9023,44682,18649
NextGEM_pbmc_cell_421,13.6641,97.79,0.0,18505.0,0.6064109999999999,62.0319,51045,20639
NextGEM_pbmc_cell_422,13.640999999999998,97.69,0.0,21106.0,0.669377,60.7126,68686,22423
NextGEM_pbmc_cell_423,16.873,97.39,0.091808,33735.0,0.740132,59.979,140845,34588
NextGEM_pbmc_cell_424,6.2023,97.49,0.088406,7911.0,0.626404,59.8005,22990,8682
NextGEM_pbmc_cell_425,7.9766,97.73,0.0,9064.0,0.566565,67.6688,22432,10518
NextGEM_pbmc_cell_426,14.1442,97.87,0.138744,20153.0,0.689905,68.0046,69756,21172
NextGEM_pbmc_cell_427,16.8412,97.47,0.0,25185.0,0.6089220000000001,66.7223,70224,28022
NextGEM_pbmc_cell_428,16.9438,98.0,0.003251,30757.0,0.6471819999999999,50.6096,94785,33188
NextGEM_pbmc_cell_429,9.802999999999999,98.16,0.790868,12168.0,0.718757,65.1162,46680,12677
NextGEM_pbmc_cell_42,10.9917,97.63,0.041308,14519.0,0.610078,72.0551,40281,16154
NextGEM_pbmc_cell_430,2.7432,97.69,0.0,2897.0,0.375781,67.5354,4981,4529
NextGEM_pbmc_cell_431,6.8921,97.95,0.219298,7735.0,0.665559,70.7366,25182,8257
NextGEM_pbmc_cell_432,16.8238,97.35,0.0,31064.0,0.660844,66.4129,99866,33195
NextGEM_pbmc_cell_433,7.5457,97.67,0.0,8925.0,0.771716,68.0504,41921,9047
NextGEM_pbmc_cell_434,16.7848,97.48,0.0,27933.0,0.6524409999999999,63.5467,86835,30028
NextGEM_pbmc_cell_435,9.067,97.61,0.11614400000000001,12040.0,0.597126,65.1029,32308,13564
NextGEM_pbmc_cell_436,16.9814,97.61,0.00744,26878.0,0.6608930000000001,68.8635,86265,28720
NextGEM_pbmc_cell_437,7.4806,97.73,0.0,8752.0,0.7971159999999999,68.3387,46350,8819
NextGEM_pbmc_cell_438,15.6091,97.64,0.0,24761.0,0.66382,66.1464,79715,26404
NextGEM_pbmc_cell_439,20.3364,97.48,0.005959000000000001,33560.0,0.567634,56.2303,84650,38884
NextGEM_pbmc_cell_43,5.2724,97.37,0.0,5956.0,0.531097,64.7079,13723,7199
NextGEM_pbmc_cell_440,19.0378,97.59,0.060535000000000005,33019.0,0.673531,67.4506,110219,35009
NextGEM_pbmc_cell_441,13.8333,97.26,0.0,24159.0,0.778109,68.9019,117729,24449
NextGEM_pbmc_cell_442,14.2888,97.29,0.0,22107.0,0.685895,72.8842,76915,23251
NextGEM_pbmc_cell_443,8.6144,97.61,0.0,10423.0,0.686158,65.72,35691,10958
NextGEM_pbmc_cell_444,8.7387,97.69,0.0,11103.0,0.579432,67.3467,28706,12709
