cell,frac_open,mapping_rate,mt_content,uniq_nuc_frags,dup_level,frip,sequencing_depth,library_size
v1_pbmc_v1_cell_179,6.4083,97.32,0.32252600000000003,5872.0,0.713918,79.5281,22652,6103
v1_pbmc_v1_cell_17,10.8315,98.08,0.267782,11918.0,0.623586,55.04600000000001,33815,13135
v1_pbmc_v1_cell_180,10.7963,97.92,0.0,10846.0,0.600251,67.4119,28959,12169
v1_pbmc_v1_cell_181,8.2244,98.08,0.0,8098.0,0.5856319999999999,62.6636,20936,9215
v1_pbmc_v1_cell_182,14.745999999999999,97.51,0.134153,17866.0,0.8237389999999999,70.7546,109378,17954
v1_pbmc_v1_cell_183,14.122,96.76,0.0,15851.0,0.45091499999999995,60.9898,31684,21477
v1_pbmc_v1_cell_184,9.9922,97.87,0.018983,10534.0,0.590851,59.9374,27520,11928
v1_pbmc_v1_cell_185,18.2872,97.64,0.090188,21048.0,0.677322,72.2457,70289,22270
v1_pbmc_v1_cell_186,12.1927,98.14,0.0,14089.0,0.631622,55.2701,40717,15383
v1_pbmc_v1_cell_187,6.4362,92.96,0.039725,7549.0,0.583912,50.4701,21358,8608
v1_pbmc_v1_cell_188,8.0071,97.84,0.0,7920.0,0.717163,61.2184,30075,8192
v1_pbmc_v1_cell_189,13.526,97.8,0.529526,14840.0,0.604795,64.8267,40375,16667
v1_pbmc_v1_cell_18,9.7304,97.48,0.535733,9283.0,0.620749,68.081,26558,10280
v1_pbmc_v1_cell_190,14.4767,97.32,0.30850900000000003,16157.0,0.635035,64.2809,47922,17647
v1_pbmc_v1_cell_191,13.9939,97.55,0.0,16026.0,0.6888340000000001,68.6166,55674,16825
v1_pbmc_v1_cell_192,5.374,97.29,0.0,4986.0,0.5624779999999999,60.6498,12222,5809
v1_pbmc_v1_cell_193,11.8751,97.81,0.501818,13681.0,0.6887800000000001,63.88,47565,14435
v1_pbmc_v1_cell_194,0.039,96.84,0.0,515.0,0.473415,4.2718,1043,673
v1_pbmc_v1_cell_195,15.9641,98.03,0.07686,19501.0,0.637761,57.481,57508,21210
v1_pbmc_v1_cell_196,8.6255,98.03,0.0,8403.0,0.533918,60.4963,19280,10121
v1_pbmc_v1_cell_197,5.686,97.92,0.126103,5544.0,0.633911,59.4127,16567,6049
v1_pbmc_v1_cell_198,8.165,98.08,1.070259,7857.0,0.5898359999999999,61.9806,20662,8998
v1_pbmc_v1_cell_199,12.5845,97.74,0.203794,12732.0,0.622957,68.3728,36417,14033
v1_pbmc_v1_cell_19,18.9761,97.74,0.0,23952.0,0.636876,60.4188,70685,26047
v1_pbmc_v1_cell_1,0.9953,97.61,0.0,1452.0,0.621973,43.5262,4314,1597
v1_pbmc_v1_cell_200,5.478,97.45,0.0,5607.0,0.37858800000000004,54.5033,9767,8700
v1_pbmc_v1_cell_201,11.2159,98.05,0.080743,12375.0,0.749687,56.8712,52940,12642
v1_pbmc_v1_cell_202,12.9076,97.84,0.8819790000000001,13261.0,0.669524,68.8766,43373,14214
v1_pbmc_v1_cell_203,10.6848,97.77,0.0,11474.0,0.571226,56.4232,28621,13253
v1_pbmc_v1_cell_204,8.2225,97.7,0.502197,7925.0,0.639152,61.2304,23678,8645
v1_pbmc_v1_cell_205,13.9363,97.9,0.31214000000000003,14691.0,0.645609,66.048,44405,15920
v1_pbmc_v1_cell_206,19.2602,97.64,0.0,25040.0,0.590522,62.2284,65612,28348
v1_pbmc_v1_cell_207,21.5182,97.75,0.021825,27485.0,0.652035,64.863,84745,29554
v1_pbmc_v1_cell_208,17.1544,97.65,0.0,19763.0,0.648139,68.7143,60531,21308
v1_pbmc_v1_cell_209,7.2885,97.27,0.0,7088.0,0.6025119999999999,60.7999,19190,7937
v1_pbmc_v1_cell_20,10.2782,97.2,0.018448,10839.0,0.6042850000000001,66.5391,29753,12114
v1_pbmc_v1_cell_210,3.2998,97.28,0.0,3152.0,0.38050300000000004,56.2183,5497,4870
v1_pbmc_v1_cell_211,13.5148,97.87,0.0,13785.0,0.546471,65.8469,32603,16361
v1_pbmc_v1_cell_212,7.3405,97.26,0.0,6556.0,0.683438,69.73,22269,6903
v1_pbmc_v1_cell_213,18.7235,97.81,0.003933,25424.0,0.6632140000000001,61.3097,81016,27125
v1_pbmc_v1_cell_214,10.2225,97.69,0.0,10430.0,0.633031,63.5331,30529,11379
v1_pbmc_v1_cell_215,16.7236,97.63,0.0,20145.0,0.546182,59.6823,47765,23915
v1_pbmc_v1_cell_216,11.487,97.8,0.109677,11840.0,0.671024,71.2098,38750,12579
v1_pbmc_v1_cell_217,9.0154,97.75,0.147828,8781.0,0.592342,64.3052,23031,9941
v1_pbmc_v1_cell_218,5.0305,97.59,0.0,4776.0,0.551381,59.1918,11369,5633
v1_pbmc_v1_cell_219,20.0364,97.58,0.0,24557.0,0.640843,66.423,73726,26622
v1_pbmc_v1_cell_21,14.2186,97.87,0.050591000000000004,15805.0,0.700585,63.7924,56474,16494
v1_pbmc_v1_cell_220,7.4129,97.55,0.0,6817.0,0.47138599999999997,64.5519,13866,8951
v1_pbmc_v1_cell_221,10.8408,97.44,0.315488,10427.0,0.522047,71.9073,23704,12784
v1_pbmc_v1_cell_222,15.8323,97.57,0.082554,18155.0,0.669113,68.6379,59062,19307
v1_pbmc_v1_cell_223,4.9692,97.24,0.0,4329.0,0.669618,67.8101,14222,4598
v1_pbmc_v1_cell_224,8.4769,97.98,0.584168,8339.0,0.6554949999999999,60.5031,25976,8996
v1_pbmc_v1_cell_225,10.9838,98.06,0.22009,11334.0,0.688248,65.7188,39038,11930
v1_pbmc_v1_cell_226,1.9424,93.86,0.13363,2242.0,0.24104099999999998,37.9955,3427,5138
v1_pbmc_v1_cell_227,4.2153,96.99,1.941748,4444.0,0.553542,52.5265,11027,5334
v1_pbmc_v1_cell_228,8.5679,97.46,0.0,8224.0,0.73074,64.5185,32826,8455
v1_pbmc_v1_cell_229,7.671,97.91,0.037124000000000004,8078.0,0.492463,54.9004,17070,10280
v1_pbmc_v1_cell_22,14.3114,97.71,0.9415959999999999,15570.0,0.611796,68.1162,43480,17454
v1_pbmc_v1_cell_230,6.0091,95.01,0.0,5555.0,0.555351,61.5662,13780,6524
v1_pbmc_v1_cell_231,15.4275,97.96,0.177704,16852.0,0.711803,71.8428,62602,17510
v1_pbmc_v1_cell_232,5.7825,98.18,0.036238,5517.0,0.435512,57.6101,10366,7682
v1_pbmc_v1_cell_233,13.0246,98.01,0.0,13495.0,0.659355,69.4109,42227,14435
v1_pbmc_v1_cell_234,13.6987,97.64,1.221731,15200.0,0.6787880000000001,67.6631,51645,16253
v1_pbmc_v1_cell_235,13.3941,97.78,0.425791,14733.0,0.6860729999999999,65.4603,50445,15557
v1_pbmc_v1_cell_236,23.6314,98.17,0.015053,33212.0,0.641041,51.6091,99342,36007
v1_pbmc_v1_cell_237,14.6921,97.85,0.0,16142.0,0.631848,64.4313,47007,17624
v1_pbmc_v1_cell_238,28.647,97.73,0.078167,46019.0,0.636613,60.8056,136211,50100
v1_pbmc_v1_cell_239,13.7525,97.64,0.797872,15666.0,0.687163,66.0619,54223,16598
v1_pbmc_v1_cell_23,13.6207,97.73,0.0,16379.0,0.593058,58.0652,43313,18495
v1_pbmc_v1_cell_240,12.811,97.27,0.230329,13428.0,0.6453399999999999,68.7755,40995,14543
v1_pbmc_v1_cell_241,12.8315,97.58,0.447324,12908.0,0.628513,72.7672,37799,14191
v1_pbmc_v1_cell_242,5.8159,98.06,0.7340800000000001,5409.0,0.588133,62.4335,14111,6184
v1_pbmc_v1_cell_243,6.8465,98.09,0.0,6227.0,0.648093,63.9393,18892,6712
v1_pbmc_v1_cell_244,7.528,97.11,0.457404,6964.0,0.800559,67.3099,37909,7045
v1_pbmc_v1_cell_245,8.4231,97.72,0.142772,8393.0,0.46563699999999997,61.7192,16819,11128
v1_pbmc_v1_cell_246,11.655999999999999,97.64,0.0,12318.0,0.526285,61.7227,27892,14985
v1_pbmc_v1_cell_247,13.6188,97.69,0.23545700000000003,14406.0,0.552248,70.2147,34354,17014
v1_pbmc_v1_cell_248,12.1333,97.9,0.9088040000000001,12539.0,0.64851,69.9779,38478,13638
v1_pbmc_v1_cell_249,18.8962,97.66,0.004272,23405.0,0.63321,62.2832,68679,25528
v1_pbmc_v1_cell_24,9.8715,98.15,0.009741,10265.0,0.622476,60.3107,28912,11297
v1_pbmc_v1_cell_250,3.6563,92.44,0.0,5590.0,0.6092,36.6458,17064,6222
v1_pbmc_v1_cell_251,11.8306,97.52,0.611772,12022.0,0.66902,75.2108,39367,12855
v1_pbmc_v1_cell_252,20.4988,97.73,0.0,27047.0,0.707033,64.9573,99415,28118
v1_pbmc_v1_cell_253,13.1323,97.56,0.0,14540.0,0.654262,63.2875,45150,15606
v1_pbmc_v1_cell_254,16.0235,97.77,0.117335,19579.0,0.62069,60.3025,55341,21596
v1_pbmc_v1_cell_255,19.0764,97.44,0.017054,23451.0,0.5972350000000001,72.5624,62727,26388
v1_pbmc_v1_cell_256,10.475,97.8,0.0,11069.0,0.792963,59.5718,57302,11163
v1_pbmc_v1_cell_257,1.5338,94.51,0.16269,1841.0,0.304151,39.4523,3042,3436
v1_pbmc_v1_cell_258,14.564,97.78,0.0,16153.0,0.6396350000000001,63.6136,48264,17527
v1_pbmc_v1_cell_259,3.9869,97.95,0.0,3323.0,0.415479,66.461,6124,4792
v1_pbmc_v1_cell_25,17.186,97.55,0.0,20828.0,0.6572140000000001,64.6486,65082,22313
v1_pbmc_v1_cell_260,10.0516,97.7,0.0,11334.0,0.616693,57.4599,31829,12529
v1_pbmc_v1_cell_261,17.0857,97.51,0.066275,21110.0,0.537717,58.6063,49327,25311
v1_pbmc_v1_cell_262,3.1104,98.23,0.914077,2710.0,0.445571,62.2121,5229,3737
v1_pbmc_v1_cell_263,19.1451,97.76,0.080273,24895.0,0.6440819999999999,59.708999999999996,75650,26937
v1_pbmc_v1_cell_264,7.8771,97.55,0.570342,7322.0,0.707882,69.5071,27027,7653
v1_pbmc_v1_cell_265,14.1146,97.82,0.979728,16070.0,0.655844,67.4656,50719,17401
v1_pbmc_v1_cell_266,30.0305,96.12,1.121884,147363.0,0.6314960000000001,21.7821,450532,162777
v1_pbmc_v1_cell_267,7.5392,97.98,0.039562,7580.0,0.567994,57.7278,18709,8786
v1_pbmc_v1_cell_268,10.6867,97.93,12.545949,10944.0,0.626492,65.2789,36917,13721
v1_pbmc_v1_cell_269,11.7879,98.09,0.078296,12762.0,0.5961420000000001,58.3151,33671,14386
v1_pbmc_v1_cell_26,6.7556,97.94,0.0,7029.0,0.604312,57.7394,18969,7858
v1_pbmc_v1_cell_270,18.0773,97.67,0.0,21844.0,0.6465890000000001,64.3769,66873,23574
v1_pbmc_v1_cell_271,10.0331,98.0,0.49453199999999997,10463.0,0.703326,58.4784,37815,10952
v1_pbmc_v1_cell_272,8.0796,98.03,1.056338,8711.0,0.609492,54.7876,24054,9799
v1_pbmc_v1_cell_273,10.7665,98.06,0.0,12042.0,0.676898,54.285,39681,12731
v1_pbmc_v1_cell_274,17.2454,97.86,0.018913,21145.0,0.6623180000000001,62.9368,67427,22578
v1_pbmc_v1_cell_275,4.0296,97.29,0.0,3740.0,0.607225,62.3529,10203,4169
v1_pbmc_v1_cell_276,12.4155,96.76,0.615772,14203.0,0.469091,57.1479,29654,18801
v1_pbmc_v1_cell_277,18.6177,97.37,0.0,24470.0,0.527031,62.168,56119,29712
v1_pbmc_v1_cell_278,7.1882,97.97,0.056930999999999995,7022.0,0.534948,59.8776,16166,8450
v1_pbmc_v1_cell_279,4.0147,95.61,0.0,4899.0,0.5512090000000001,45.4685,11914,5784
v1_pbmc_v1_cell_27,13.1676,97.56,0.033734,14817.0,0.701897,65.0891,53305,15451
v1_pbmc_v1_cell_280,8.839,98.07,0.12066700000000001,9105.0,0.578178,58.348,23186,10450
v1_pbmc_v1_cell_281,11.3162,97.83,0.537824,11281.0,0.66243,71.6805,36106,12105
v1_pbmc_v1_cell_282,6.8948,97.68,0.0,6750.0,0.600474,59.3407,18186,7571
v1_pbmc_v1_cell_283,13.6615,97.89,0.0,15078.0,0.729601,64.9125,59576,15511
v1_pbmc_v1_cell_284,17.0579,97.74,0.0,20452.0,0.682161,63.5023,69097,21558
v1_pbmc_v1_cell_285,3.4131,97.93,0.0,2965.0,0.404618,61.7032,5315,4375
v1_pbmc_v1_cell_286,6.6144,97.85,1.972448,6262.0,0.497562,61.4198,13602,8068
v1_pbmc_v1_cell_287,8.0888,97.91,0.30373,8206.0,0.543331,57.7876,19270,9808
v1_pbmc_v1_cell_288,17.3847,97.75,0.0,21031.0,0.6520060000000001,61.0646,65176,22615
v1_pbmc_v1_cell_289,11.3292,97.49,0.508418,11937.0,0.6533869999999999,65.0317,37333,12888
v1_pbmc_v1_cell_28,4.3991,97.71,0.0,4217.0,0.49363599999999996,57.9677,9001,5358
v1_pbmc_v1_cell_290,13.7915,97.88,0.0,14809.0,0.6401220000000001,65.6189,44140,16063
v1_pbmc_v1_cell_291,10.1315,97.53,0.10443399999999999,10522.0,0.621088,66.7284,29949,11597
v1_pbmc_v1_cell_292,19.639,97.63,0.0,28323.0,0.604455,55.7709,77182,31658
v1_pbmc_v1_cell_293,9.5651,97.67,0.45510200000000006,11374.0,0.6996,55.6713,41775,11925
v1_pbmc_v1_cell_294,10.6978,97.88,0.06175,11329.0,0.62697,61.3488,32779,12424
v1_pbmc_v1_cell_295,6.1353,97.65,0.0,5750.0,0.681652,61.7043,19298,6063
v1_pbmc_v1_cell_296,14.277999999999999,97.79,0.494863,15885.0,0.665388,63.6902,51390,17005
v1_pbmc_v1_cell_297,16.3485,97.44,0.0,19315.0,0.67301,71.6619,63641,20474
v1_pbmc_v1_cell_298,14.1592,97.66,0.05522899999999999,19906.0,0.694932,56.5196,70906,20836
v1_pbmc_v1_cell_299,9.9383,97.79,0.0,10583.0,0.48839799999999994,58.0506,22159,13544
v1_pbmc_v1_cell_29,5.4223,97.34,0.0,4985.0,0.563447,62.8887,12388,5799
v1_pbmc_v1_cell_2,13.2363,97.46,0.006663,15008.0,0.564856,65.0876,37277,17453
v1_pbmc_v1_cell_300,17.3327,97.91,0.0,23056.0,0.657542,49.4969,71894,24697
v1_pbmc_v1_cell_301,6.2635,97.57,0.0,5893.0,0.562087,62.4979,14501,6871
v1_pbmc_v1_cell_302,9.8325,98.03,0.0,10126.0,0.650019,59.5991,30830,10905
v1_pbmc_v1_cell_303,10.9114,97.33,3.080927,11545.0,0.80394,73.1363,65952,11989
v1_pbmc_v1_cell_304,16.2427,97.75,0.057649,19070.0,0.6994640000000001,66.2911,68001,19917
v1_pbmc_v1_cell_305,11.0172,98.09,0.0,11438.0,0.698222,62.3885,40427,11946
v1_pbmc_v1_cell_306,6.3396,97.36,0.6416430000000001,6194.0,0.614971,58.196999999999996,17495,6903
v1_pbmc_v1_cell_307,8.9412,97.8,3.320993,8879.0,0.732751,63.1969,36907,9436
v1_pbmc_v1_cell_308,5.9608,97.93,0.256504,5444.0,0.617278,64.6849,15333,6029
v1_pbmc_v1_cell_309,16.679000000000002,97.75,0.015352000000000001,19539.0,0.5535909999999999,63.2561,46937,23005
v1_pbmc_v1_cell_30,16.6883,97.95,0.0,17948.0,0.662022,73.3452,56683,19163
v1_pbmc_v1_cell_310,3.5579,93.34,0.8878790000000001,4800.0,0.543242,41.4722,12043,5772
v1_pbmc_v1_cell_311,14.239,97.74,0.006164,16223.0,0.658046,66.0318,51106,17371
v1_pbmc_v1_cell_312,10.4026,97.56,0.498188,10985.0,0.5538310000000001,57.1739,26692,12992
v1_pbmc_v1_cell_313,0.0464,19.79,0.0,3719.0,0.653175,1.2503,56942,3995
v1_pbmc_v1_cell_314,3.077,97.79,0.13884100000000002,2877.0,0.481275,58.5561,5982,3725
v1_pbmc_v1_cell_315,17.1173,97.83,0.07175,20891.0,0.665734,64.5341,67090,22266
v1_pbmc_v1_cell_316,3.6322,97.77,0.194049,3086.0,0.323117,63.163000000000004,4889,5486
v1_pbmc_v1_cell_317,21.4142,98.08,0.0,26694.0,0.706,66.2621,96961,27766
v1_pbmc_v1_cell_318,12.2762,97.4,0.315932,13252.0,0.620908,60.5198,37918,14642
v1_pbmc_v1_cell_319,15.7654,97.92,0.0,17140.0,0.627237,65.4259,49260,18786
v1_pbmc_v1_cell_31,14.2167,97.91,0.0,16392.0,0.603435,59.0379,44144,18339
v1_pbmc_v1_cell_320,7.0322,97.82,0.222816,6717.0,0.5507810000000001,61.4973,16031,7949
v1_pbmc_v1_cell_321,14.4154,97.8,0.0,17170.0,0.612056,57.7927,47688,19061
v1_pbmc_v1_cell_322,21.0373,98.11,0.0,29374.0,0.568499,49.6664,72964,34015
v1_pbmc_v1_cell_323,4.7593,96.37,0.0,4029.0,0.544437,68.6647,9645,4791
v1_pbmc_v1_cell_324,14.421,97.75,0.0,16424.0,0.5819270000000001,61.7115,42211,18748
v1_pbmc_v1_cell_325,8.7276,97.68,1.024162,9954.0,0.610737,51.4666,27725,11179
v1_pbmc_v1_cell_326,5.3758,97.59,0.0,5155.0,0.609055,59.7284,14137,5738
v1_pbmc_v1_cell_327,11.2364,97.6,0.015976,12517.0,0.47785299999999997,57.8401,25898,16256
v1_pbmc_v1_cell_328,11.4648,97.93,0.0,12387.0,0.653772,64.9512,38349,13305
v1_pbmc_v1_cell_329,7.4315,97.3,0.0,8249.0,0.497012,52.073,17880,10423
v1_pbmc_v1_cell_32,7.1567,97.63,0.134916,7402.0,0.579699,56.4827,18930,8480
v1_pbmc_v1_cell_330,12.2372,97.81,0.0,13035.0,0.661622,58.7495,41202,13922
